pid,date,archive_number,title,description,extent,condition,date_unvalidated,creator,collector,materials,collection,key,order,layout,notes,thumbnail,full
371,2023-10-25,23-01/1-2-127,Silver wooden shoe stretchers,"Silver wooden shoe stretchers, and metal rods",1,Good,Unknown,Unknown,Unknown,"Metal, Wood, Paint",tinui,object,370,tinui_item,"","",""
372,2023-10-25,23-01/1-2-128,Dewhurst's Machine Twist Thread,Dewhurst's Machine Twist Thread,1,Good,Unknown,Unknown,Unknown,"Wood, Thread, Paper",tinui,object,371,tinui_item,"","",""
373,2023-10-25,23-01/1-2-129,Women's Division of the Farmers Union badge 1926,Women's Division of the Farmers Union badge 1926,1,Good,1926,Unknown,Unknown,"Metal, Paint",tinui,object,372,tinui_item,"","",""
374,2023-10-25,23-01/1-2-130,Steel Knitting Pins in wooden case,"Steel Knitting Pins in wooden case, set of four.",1,Good,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,373,tinui_item,"","",""
375,2023-10-25,23-01/1-2-131,"Beehive Safety Matches Box, Orange text","Beehive Safety Matches Box, orange text, writing on front",1,Good,Unknown,Unknown,Unknown,"Cardboard, ink",tinui,object,374,tinui_item,"","",""
376,2023-10-25,23-01/1-2-132,"Beehive Safety Matches Box, yellow and black","Beehive Safety Matches Box, yellow and black",1,Good,Unknown,Unknown,Unknown,"Cardboard, ink",tinui,object,375,tinui_item,"","",""
377,2023-10-25,23-01/1-2-133,Havelock Flake Cut Tobacco Tin,Havelock Flake Cut Tobacco Tin,1,Fair,Unknown,Unknown,Grant & Anne Perry,"Metal, Paint",tinui,object,376,tinui_item,"","",""
378,2023-10-25,23-01/1-2-134,Latched hook for fixing stockings,"Latched hook for fixing stockings, metal hook with coral plastic handle",1,Good,1935,Unknown,Francie Belliss,"Metal, Plastic",tinui,object,377,tinui_item,"","",""
379,2023-10-25,23-01/1-2-135,Metal corset bone,"Metal corset bone, used as a substitute for whale bone",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,378,tinui_item,"","",""
380,2023-10-25,23-01/1-2-136,Magnifying Tweezers,Magnifying Tweezers,1,Fair,Unknown,Unknown,Unknown,"Metal, Glass",tinui,object,379,tinui_item,"","",""
381,2023-10-25,23-01/1-2-137,Fold away scissors,Fold away scissors,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,380,tinui_item,"","",""
382,2023-10-25,23-01/1-2-138,Metal Clip,Metal Clip,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,381,tinui_item,"","",""
383,2023-10-25,23-01/1-2-139,Fold out metal coat hanger,Fold out metal coat hanger,1,Good,Unknown,Unknown,Grant Perry,Metal,tinui,object,382,tinui_item,"","",""
384,2023-10-25,23-01/1-2-140,Omega Pocket Watch with chain,"Omega Pocket Watch with chain, works well. ",1,Good,Unknown,Unknown,Unknown,"Metal, Glass, Paint",tinui,object,383,tinui_item,"","",""
385,2023-10-25,23-01/1-2-141,Metal Button Hook,"Metal Button Hook, pre 1930, for fastening ladies boots",1,Good,Unknown,Unknown,Grant Perry,Metal,tinui,object,384,tinui_item,"","",""
386,2023-10-25,23-01/1-2-142,Clark & Co. Machine Cotton thread brown,Clark & Co. Machine Cotton thread brown,1,Good,Unknown,Unknown,Unknown,"Wood, Thread, Paper",tinui,object,385,tinui_item,"","",""
387,2023-10-25,23-01/1-2-143,Coats Wool & Nylon Plait ,Coats Wool & Nylon Plait for reinforcing and mending,1,Good,Unknown,Unknown,Unknown,"Wool, Paper",tinui,object,386,tinui_item,"","",""
388,2023-10-25,23-01/1-2-144,Benylets Lozenges Tin,Benylets Lozenges blue and white tin.,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,387,tinui_item,"","",""
389,2023-10-25,23-01/1-2-145,R. Bells & Co. Royal Wax Vestas Matches & Matchbox,"R. Bells & Co. Royal Wax Vestas Matches & Matchbox, waterproof",1,Good,Unknown,Unknown,Unknown,"Cardboard, ink, product",tinui,object,388,tinui_item,"","",""
390,2023-10-25,23-01/1-2-146,Tasman Toasted Flake Tobacco in Box,"Tasman Toasted Flake Tobacco in Box, box has image of Abel Tasman and his boat",1,Good,Unknown,Unknown,Unknown,"Cardboard, ink, product",tinui,object,389,tinui_item,"","",""
391,2023-10-25,23-01/1-2-147,Players Navy Cut Cigarettes in Box,"Players Navy Cut Cigarettes in Box, box has image of sailor and sea",1,Good,Unknown,Unknown,Unknown,"Cardboard, ink, product",tinui,object,390,tinui_item,"","",""
392,2023-10-25,23-01/1-2-148,Bears' Dark Flake Cut Tobacco in box,Bears' Dark Flake Cut Tobacco in box,1,Good,Unknown,Unknown,Unknown,"Cardboard, ink, product",tinui,object,391,tinui_item,"","",""
393,2023-10-25,23-01/1-2-149,Capstain Navy Cut Cigarettes in box,Capstain Navy Cut Cigarettes in box,1,Good,Unknown,Unknown,Unknown,"Cardboard, ink, product",tinui,object,392,tinui_item,"","",""
394,2023-10-25,23-01/1-2-150,De Reszke Cork Tobacco Box,De Reszke Cork Tobacco Box,1,Good,Unknown,Unknown,Unknown,"Cardboard, ink, product",tinui,object,393,tinui_item,"","",""
395,2023-10-25,23-01/1-2-151,Nail file with handle,Nail file with handle,1,Fair,Unknown,Unknown,Unknown,Metal,tinui,object,394,tinui_item,"","",""
396,2023-10-25,23-01/1-2-152,Butter knife,Butter knife,1,Poor,Unknown,Unknown,Unknown,Metal,tinui,object,395,tinui_item,"","",""
397,2023-10-25,23-01/1-2-153,Butter knife with resin handle,Butter knife with resin handle,1,Poor,Unknown,Unknown,Unknown,Metal,tinui,object,396,tinui_item,"","",""
398,2023-10-25,23-01/1-2-154,Manual tin opener,"Manual tin opener with wooden handle, note reads ""turn of the century tin opener""",1,Good,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,397,tinui_item,"","",""
399,2023-10-25,23-01/1-2-155,Britannia Repair outfit tin,"Britannia Repair outfit tin, yellow and blue with britannia image",1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,398,tinui_item,"","",""
400,2023-10-25,23-01/1-2-156,Hollandia Smooth Flaked Cavendish in packet,Hollandia Smooth Flaked Cavendish in packet,1,Good,Unknown,Unknown,Unknown,"Plastic, product",tinui,object,399,tinui_item,"","",""
401,2023-10-25,23-01/1-2-157,Kauri Fine Cut Tobacco Tin,"Kauri Fine Cut Tobacco Tin, pink and white",1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,400,tinui_item,"","",""
402,2023-10-25,23-01/1-2-158,Flower vase Label pin with dried flowers inside,Flower vase Label pin with dried flowers inside,1,Good,Unknown,Unknown,Francie Belliss,"Glass, Metal, Dried Flowers",tinui,object,401,tinui_item,"","",""
403,2023-10-25,23-01/1-2-159,Brown button,"Brown button, read attached note",1,Good,Unknown,Unknown,Unknown,Plastic,tinui,object,402,tinui_item,"","",""
404,2023-10-25,23-01/1-2-160,Vegetable peeler,Vegetable peeler with wooden handle,1,Good,Unknown,Unknown,Unknown,"Metal, Wood, Twine",tinui,object,403,tinui_item,"","",""
405,2023-10-25,23-01/1-2-161,Purple Metal Cup,Purple Metal Cup with boy riding a rabbit,1,Poor,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,404,tinui_item,"","",""
406,2023-10-25,23-01/1-2-162,Fly & Young Sample Rooms Pencil,Fly & Young Sample Rooms Pencil,1,Good,Unknown,Unknown,Unknown,"Wood, Paint, Graphite",tinui,object,405,tinui_item,"","",""
407,2023-10-25,23-01/1-2-163,Kork No-Seal Bottle Cap,Kork No-Seal Bottle Cap,1,Fair,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,406,tinui_item,"","",""
408,2023-10-25,23-01/1-2-164,Beckitt's Bag Blue Product in Box,Beckitt's Bag Blue Product in Box,1,Good,Unknown,Unknown,Unknown,"Cardboard, ink, product",tinui,object,407,tinui_item,"","",""
409,2023-10-25,23-01/1-2-165,Doorknob,"Doorknob, wood top metal base",1,Good,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,408,tinui_item,"","",""
410,2023-10-25,23-01/1-2-166,Shaving Machine Cutter,Shaving Machine Cutter,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,409,tinui_item,"","",""
411,2023-10-25,23-01/1-2-167,Manual hair trimmers,Manual hair trimmers,1,Fair,Unknown,Unknown,Unknown,Metal,tinui,object,410,tinui_item,"","",""
412,2023-10-25,23-01/1-2-168,Sytptic Pencil Holder Metal,Sytptic Pencil Holder Metal,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,411,tinui_item,"","",""
413,2023-10-25,23-01/1-2-169,Gillette Razors Tin with razors,Gillette Razors Tin with razors,1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,412,tinui_item,"","",""
414,2023-10-25,23-01/1-2-170,Plastic Purse Handle with hinge and clasp,Plastic Purse Handle with hinge and clasp,1,Good,Unknown,Unknown,Unknown,"Metal, Plastic",tinui,object,413,tinui_item,"","",""
415,2023-10-25,23-01/1-2-171,Pond's Cold Cream Jar,"Pond's Cold Cream Jar, no lid",1,Good,1927,Unknown,Unknown,"Ceramic, paint",tinui,object,414,tinui_item,"","",""
416,2023-10-25,23-01/1-2-172,"Empty thread spools, wood","Empty thread spools, wood",3,Good,Unknown,Unknown,Unknown,Sewing & Tailoring,tinui,object,415,tinui_item,"","",""
417,2023-10-25,23-01/1-2-173,Fabric Blueo Bag with Blueo inside,Fabric Blueo Bag with Blueo inside,1,Good,Unknown,Unknown,Unknown,"Fabric, Blueo",tinui,object,416,tinui_item,"","",""
418,2023-10-25,23-01/1-2-174,Brown Leather Finger Stall ,Brown Leather Finger Stall ,1,Good,Unknown,Unknown,Unknown,"Leather, thread, Metal",tinui,object,417,tinui_item,"","",""
419,2023-10-25,23-01/1-2-175,Men's Cuthroat Razor,Men's Cuthroat Razor,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,418,tinui_item,"","",""
420,2023-10-25,23-01/1-2-176,Small Curved Blade Knife,Small Curved Blade Knife,1,Good,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,419,tinui_item,"","",""
421,2023-10-25,23-01/1-2-177,"Men's Safety Razor, Valet","Men's Safety Razor, Valet",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,420,tinui_item,"","",""
422,2023-10-25,23-01/1-2-178,Gilette Adjustable Men's Razor,Gilette Adjustable Men's Razor,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,421,tinui_item,"","",""
423,2023-10-25,23-01/1-2-179,Schick Cartridge Razor,Schick Cartridge Razor,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,422,tinui_item,"","",""
424,2023-10-25,23-01/1-2-180,"Men's Safety Razor, Gem","Men's Safety Razor, Gem",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,423,tinui_item,"","",""
425,2023-10-25,23-01/1-1-61,Work horse Saddle/harness,Work horse Saddle/harness,1,Good,Unknown,Unknown,Unknown,"Metal, Leather",tinui,object,424,tinui_item,"","",""
426,2023-10-25,23-01/1-1-62,Work horse neck harness,Work horse neck harness,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,425,tinui_item,"","",""
427,2023-10-25,23-01/1-1-63,Sack and bale scale ,Sack and bale scale ,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,426,tinui_item,"","",""
428,2023-10-25,23-01/1-1-64,Metal chain,Metal chain,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,427,tinui_item,"","",""
429,2023-10-25,23-01/1-1-65,Medium Metal Scale,Medium Metal Scale,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,428,tinui_item,"","",""
430,2023-10-25,23-01/1-1-66,Scythe,Scythe with metal blade and wooden handle,1,Good,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,429,tinui_item,"","",""
431,2023-10-25,23-01/1-4-101,Metal Bed Warmer,Metal Bed Warmer,1,Good,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,430,tinui_item,"","",""
432,2023-10-25,23-01/1-4-102,Ancient Order of Foresters Framed Certificate,Ancient Order of Foresters Framed Certificate,1,Good,Unknown,Unknown,Anne Perry,"Wood, Glass, Paper",tinui,object,431,tinui_item,"","",""
433,2023-10-25,23-01/1-4-103,Ancient Order of Foresters Framed Chief Ranger Certificate,Ancient Order of Foresters Framed Chief Ranger Certificate,1,Good,Unknown,Unknown,Unknown,"Wood, Glass, Paper",tinui,object,432,tinui_item,"","",""
434,2023-10-25,23-01/1-4-104,Cream Skimmer,Cream Skimmer,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,433,tinui_item,"","",""
435,2023-10-25,23-01/1-4-105,Yard rule,Yard rule,1,Good,Unknown,Unknown,Unknown,"Wood, Paint",tinui,object,434,tinui_item,"","",""
436,2023-10-25,23-01/1-4-106,Beatrice Metal Mincing Machine,Beatrice Metal Mincing Machine,1,Good,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,435,tinui_item,"","",""
437,2023-10-25,23-01/1-4-107,Beatrice Metal Mincing Machine Large,Beatrice Metal Mincing Machine Large,1,Good,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,436,tinui_item,"","",""
438,2023-10-25,23-01/1-4-108,Wooden weights on rope,Wooden weights on rope,1,Good,Unknown,Unknown,Unknown,"Wood, Rope",tinui,object,437,tinui_item,"","",""
439,2023-10-25,23-01/1-4-109,Cane box of indoor bowls,Cane box of indoor bowls,1,Good,Unknown,Unknown,Unknown,"Wood, Cane, ",tinui,object,438,tinui_item,"","",""
440,2023-10-25,23-01/1-4-110,White Canvas Backpack,White Canvas Backpack,1,Good,Unknown,Unknown,Unknown,"Fabric, Thread",tinui,object,439,tinui_item,"","",""
441,2023-10-25,23-01/1-4-111,Wooden bowls in canvas bag,Wooden bowls in canvas bag,1,Good,Unknown,Unknown,Unknown,"Wood, Fabric, Thread, Metal",tinui,object,440,tinui_item,"","",""
442,2023-10-25,23-01/1-4-112,Wooden Easel,Wooden Easel,1,Good,Unknown,Unknown,Unknown,"Wood, Metal",tinui,object,441,tinui_item,"","",""
443,2023-10-25,23-01/1-4-113,Money Draws from Post Office,Money Draws from Post Office,1,Good,Unknown,Unknown,Peter Sharp,"Wood, Metal",tinui,object,442,tinui_item,"","",""
444,2023-10-25,23-01/1-4-114,Ancient Order of Foresters Framed Pioneer Certificate,Ancient Order of Foresters Framed Pioneer Certificate,1,Good,Unknown,Unknown,Unknown,"Wood, Glass, Paper",tinui,object,443,tinui_item,"","",""
445,2023-10-25,23-01/1-4-115,Vacuum Oil Company Wooden Box ,Vacuum Oil Company Wooden Box ,1,Good,Unknown,Unknown,Unknown,"Wood, Paint",tinui,object,444,tinui_item,"","",""
446,2023-10-25,23-01/1-4-116,"Carpet Sweeper, missing handle","Carpet Sweeper, missing handle",1,Good,Unknown,Unknown,Unknown,"Metal, Wood, Paint",tinui,object,445,tinui_item,"","",""
447,2023-10-25,23-01/1-2-181,Sparklets Bulbs in Cardboard Box,Sparklets Bulbs in Cardboard Box,1,Good,Unknown,Unknown,Unknown,"Metal, Glass, Cardboard",tinui,object,446,tinui_item,"","",""
448,2023-10-25,23-01/1-2-182,"Velvet Bar Soap, yellow","Velvet Bar Soap, yellow",1,Good,Unknown,Unknown,Unknown,Soap,tinui,object,447,tinui_item,"","",""
449,2023-10-25,23-01/1-2-183,Radiant Blue fountain pen Ink in bottle,Radiant Blue fountain pen Ink in bottle,1,Good,Unknown,Unknown,Unknown,"Glass, Metal, Paper, Product",tinui,object,448,tinui_item,"","",""
450,2023-10-25,23-01/1-2-184,Perfume in Ceramic with floral pattern,Perfume in Ceramic with floral pattern,1,Poor,Unknown,Unknown,Unknown,"Ceramic, Paint, Metal, Fabric ",tinui,object,449,tinui_item,"","",""
451,2023-10-25,23-01/1-2-185,Button Hook belonging to Dulcie Peterson ,Button Hook belonging to Dulcie Peterson who taught at Mangapakeha School. ,1,Good,Unknown,Unknown,Grant Perry,"Metal, Bone",tinui,object,450,tinui_item,"","",""
452,2023-10-25,23-01/1-2-186,Watch with Leather Strap,Watch with Leather Strap,1,Good,Unknown,Unknown,Unknown,"Metal, Glass, Paint, Leather",tinui,object,451,tinui_item,"","",""
453,2023-10-25,23-01/1-2-187,Metal Edmonds Tin,Metal Edmonds Tin,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,452,tinui_item,"","",""
454,2023-10-25,23-01/1-2-188,Packets of Needles,Packets of Needles,3,Good,Unknown,Unknown,Unknown,"Metal, Cardboard",tinui,object,453,tinui_item,"","",""
455,2023-10-25,23-01/1-2-189,Murray's Tobacco Tin 2 Ounce,Murray's Tobacco Tin 2 Ounce,1,Fair,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,454,tinui_item,"","",""
456,2023-10-25,23-01/1-2-190,Aspro Tablets Box,Aspro Tablets Box,1,Good,Unknown,Unknown,Unknown,"Cardboard, ink",tinui,object,455,tinui_item,"","",""
457,2023-10-25,23-01/1-2-191,Samuel Law & Sons Lint Remover in Box,Samuel Law & Sons Lint Remover in Box,1,Good,Unknown,Unknown,Unknown,"Metal, Cardboard",tinui,object,456,tinui_item,"","",""
458,2023-10-25,23-01/1-2-192,Green Plastic Egg Cup,Green Plastic Egg Cup,1,Good,Unknown,Unknown,Unknown,Plastic,tinui,object,457,tinui_item,"","",""
459,2023-10-25,23-01/1-2-193,Disprin Glass Bottle with Cap,Disprin Glass Bottle with Cap,1,Good,Unknown,Unknown,Unknown,"Glass, Plastic, Paper",tinui,object,458,tinui_item,"","",""
460,2023-10-25,23-01/1-2-194,Post Office Savings Bank Piggy Bank,Post Office Savings Bank Piggy Bank,1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,459,tinui_item,"","",""
461,2023-10-25,23-01/1-2-195,Post Office Savings Bank Book,"Post Office Savings Bank Book, orange cover, Masterton",1,Good,Unknown,Unknown,Unknown,Paper,tinui,object,460,tinui_item,"","",""
462,2023-10-25,23-01/1-2-196,White Plastic Cup ,White Plastic Cup ,1,Good,1950s,Unknown,Unknown,Plastic,tinui,object,461,tinui_item,"","",""
463,2023-10-25,23-01/1-2-197,Pears Soap in Box,Pears Soap in Box,1,Good,Unknown,Unknown,Unknown,"Cardboard, Soap",tinui,object,462,tinui_item,"","",""
464,2023-10-25,23-01/1-2-198,Havelock Tobacco Tin,Havelock Tobacco Tin,1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,463,tinui_item,"","",""
465,2023-10-25,23-01/1-2-199,Medicated Pastilles Tin,Medicated Pastilles Tin,1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,464,tinui_item,"","",""
466,2023-10-25,23-01/1-2-200,"Elastoplast Cardboard Box, Red","Elastoplast Cardboard Box, Red",1,Good,Unknown,Unknown,Unknown,"Cardboard, ink, product",tinui,object,465,tinui_item,"","",""
467,2023-10-25,23-01/1-2-201,Syke's Cow Drench in Cardboard Box,Syke's Cow Drench in Cardboard Box,2,Good,Unknown,Unknown,Unknown,"Cardboard, ink, product",tinui,object,466,tinui_item,"","",""
468,2023-10-25,23-01/1-2-202,Metal Soap Tin ,Metal Soap Tin ,1,Good,1920s,Unknown,Unknown,Metal,tinui,object,467,tinui_item,"","",""
469,2023-10-25,23-01/1-2-203,"Original Padlock off the Tinui Mail Box, with key",Original Padlock off the Tinui Mail Box,1,Good,Unknown,Unknown,Peter Sharp,Metal,tinui,object,468,tinui_item,"","",""
470,2023-10-25,23-01/1-2-204,Johnson's Baby Powder in Tin,Johnson's Baby Powder in Tin,1,Good,1950s,Unknown,Unknown,"Metal, Paint, Product",tinui,object,469,tinui_item,"","",""
471,2023-10-25,23-01/1-2-205,Pair of small glass bottles,Pair of small glass bottles,1,Good,Unknown,Unknown,Unknown,Glass,tinui,object,470,tinui_item,"","",""
472,2023-10-25,23-01/1-2-206,Child's Kerosene night light,Child's Kerosene night light,1,Good,Unknown,Unknown,Unknown,"Metal, Glass",tinui,object,471,tinui_item,"","",""
473,2023-10-25,23-01/1-2-207,Zebo Stove Polish,Zebo Stove Polish,1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,472,tinui_item,"","",""
474,2023-10-25,23-01/1-2-208,Top of a bottle ,Top of a bottle ,1,Good,Unknown,Unknown,Unknown,Glass,tinui,object,473,tinui_item,"","",""
475,2023-10-25,23-01/1-2-209,Pair of slate pencils ,"Pair of slate pencils, one has red paper, one white ",2,Good,Unknown,Unknown,Unknown,"Slate, Paper",tinui,object,474,tinui_item,"","",""
476,2023-10-25,23-01/1-2-210,Bulwart Cut Plug Tobacco Tin,Bulwart Cut Plug Tobacco Tin,1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,475,tinui_item,"","",""
477,2023-10-25,23-01/1-2-211,Bensons & Hedges Cigarette Tin,Bensons & Hedges Cigarette Tin,1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,476,tinui_item,"","",""
478,2023-10-25,23-01/1-2-212,Queen Elizabeth Matchbox Cover ,Queen Elizabeth Matchbox Cover ,1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,477,tinui_item,"","",""
479,2023-10-25,23-01/1-2-213,Warnes & Stevenson Wooden Ruler,Warnes & Stevenson Wooden Ruler,1,Good,Unknown,Unknown,Unknown,"Wood, Paint",tinui,object,478,tinui_item,"","",""
480,2023-10-25,23-01/1-2-214,"Edmonds Acto Baking Powder Tin, Small","Edmonds Acto Baking Powder Tin, Small",1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,479,tinui_item,"","",""
481,2023-10-25,23-01/1-2-215,"""By Way of Change"" Recipe Book","""By Way of Change"" Recipe Book",1,Good,Unknown,Unknown,Unknown,Paper,tinui,object,480,tinui_item,"","",""
482,2023-10-25,23-01/1-2-216,Magnifying Glass,"Magnifying Glass, with tripod legs",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,481,tinui_item,"","",""
483,2023-10-25,23-01/1-2-217,Metal tape measure,Metal tape measure,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,482,tinui_item,"","",""
484,2023-10-25,23-01/1-2-218,"""The Story of Dried Fruits"" Recipe Book","""The Story of Dried Fruits"" Recipe Book",1,Good,Unknown,Unknown,Unknown,Paper,tinui,object,483,tinui_item,"","",""
485,2023-10-25,23-01/1-2-219,"""Davis Dainty Dishes"" Recipe Book","""Davis Dainty Dishes"" Recipe Book",1,Good,Unknown,Unknown,Unknown,Paper,tinui,object,484,tinui_item,"","",""
486,2023-10-25,23-01/1-2-220,St John Ambulance Rescue Stretcher,St John Ambulance Rescue Stretcher,1,Good,Unknown,Unknown,Unknown,"Fabric, Wood, Metal",tinui,object,485,tinui_item,"","",""
487,2023-10-25,23-01/1-8-1,"Farm equipment, wooden pole with metal attachments","Farm equipment, wooden pole with metal attachments",1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,486,tinui_item,"","",""
488,2023-10-25,23-01/1-8-2,"Iron with water chamber, teal","Iron with water chamber, teal",1,Poor,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,487,tinui_item,"","",""
489,2023-10-25,23-01/1-8-3,Household scale with two weights and tray,"Household scale with two weights and tray, red metal",1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,488,tinui_item,"","",""
490,2023-10-25,23-01/1-8-4,"""Enterprise"" hand iron","""Enterprise"" hand iron with metal base and wooden handle. Note attached",1,Fair,Unknown,Phillipa Co. USA,Unknown,"Metal, Wood",tinui,object,489,tinui_item,"","",""
491,2023-10-25,23-01/1-8-5,"""Hotpoint"" Electric Iron with cord","""Hotpoint"" Electric Iron with cord",1,Poor,Unknown,Unknown,Unknown,"Metal, Wood, Twine, Rubber",tinui,object,490,tinui_item,"","",""
492,2023-10-25,23-01/1-8-6,Horse bridle with blinders and bit,"Horse bridle with blinders and bit, leather",1,Poor,Unknown,Unknown,Unknown,"Leather, Metal, thread",tinui,object,491,tinui_item,"","",""
493,2023-10-25,23-01/1-8-7,Reid's Permanent Wire Strainer,"Reid's Permanent Wire Strainer, black metal",1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,492,tinui_item,"","",""
494,2023-10-25,23-01/1-8-8,Frying pan lid,"Frying pan lid, rusted metal. Tag reads ""A frying pan lid made from a half gallon kerosene tin. Made by Jock Perry - a school boy and bought by Mrs. C Belliss at W.D.F.LL. Bazaar held in the old Tinui hall opposite the Church of the Good Shepherd. Price Unknown.""",1,Poor,1950s,Jock Perry,Belliss Family,Metal,tinui,object,493,tinui_item,"","",""
495,2023-10-25,23-01/1-8-9,Singer Sewing Machine with wooden case,Singer Sewing Machine with wooden case,1,Good,Unknown,Singer,Unknown,"Metal, Paint, Wood",tinui,object,494,tinui_item,"","",""
496,2023-10-25,23-01/1-8-10,"Horse bit stamped ""1918""","Horse bit stamped ""1918"", metal",1,Good,1918,Unknown,Unknown,Metal,tinui,object,495,tinui_item,"","",""
497,2023-10-25,23-01/1-8-11,Horse bit with circular pieces in centre,Horse bit with circular pieces in centre,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,496,tinui_item,"","",""
498,2023-10-25,23-01/1-8-12,Horse bit with bar ends,Horse bit with bar ends,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,497,tinui_item,"","",""
499,2023-10-25,23-01/1-8-13,Horse bit with circular ends,Horse bit with circular ends,"",Good,Unknown,Unknown,Unknown,Metal,tinui,object,498,tinui_item,"","",""
500,2023-10-25,23-01/1-8-14,Horseshoe,Horseshoe with six holes and rust,1,Fair,Unknown,Unknown,Unknown,Metal,tinui,object,499,tinui_item,"","",""
501,2023-10-25,23-01/1-8-15,"""The Pack Flat"" Trouser Press","""The Pack Flat"" Trouser Press, wood with metal fastenings",1,Good,Unknown,Unknown,W.H. French,"Metal, Wood, Paint",tinui,object,500,tinui_item,"","",""
502,2023-10-25,23-01/1-8-16,Sewing Machine with hand crank and attachments,"Sewing Machine with hand crank and attachments, in small box, with machine.",1,Good,Unknown,Unknown,Unknown,"Metal, Paint, Wood",tinui,object,501,tinui_item,"","",""
503,2023-10-25,23-01/1-8-17,Pulley System with rope and hooks,"Pulley System with rope and metal hooks, ",1,Fair,Unknown,Unknown,Unknown,"Rope, Wood, Metal",tinui,object,502,tinui_item,"","",""
504,2023-10-25,23-01/1-8-18,"Fruit Preserving Jar Skins, in packet","Fruit Preserving Jar Skins, in packet. For sealing jars, front reads ""WW.II fits any size until 1955 when new preserving lids became avalible again.",1,Fair,1940s,Porosan,Unknown,"Plastic, Paper, String",tinui,object,503,tinui_item,"","",""
505,2023-10-25,23-01/1-8-19,Singer Sewing Machine with Electric Motor,Singer Sewing Machine with Electric Motor,1,Good,Unknown,Singer,Unknown,"Metal, Paint",tinui,object,504,tinui_item,"","",""
506,2023-10-25,23-01/1-8-20,Cast iron pot with lid,"Cast iron pot with lid, label attached is illegible",1,Fair,Unknown,Unknown,Unknown,Metal,tinui,object,505,tinui_item,"","",""
507,2023-10-25,23-01/1-8-21,Large Metal Saw with handle,Large Metal Saw with wooden handle,1,Good,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,506,tinui_item,"","",""
508,2023-10-25,23-01/1-8-22,"""Sayers"" Drench Doser","Sayers' Drench Doser, label with instructions attached.",1,Good,Unknown,Sayers,Unknown,Metal,tinui,object,507,tinui_item,"","",""
509,2023-10-25,23-01/1-8-23,Stirrup with three lines in base,Stirrup with three lines in base,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,508,tinui_item,"","",""
510,2023-10-25,23-01/1-8-24,Tool with spiked wheel at end,Tool with spiked wheel at end,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,509,tinui_item,"","",""
511,2023-10-25,23-01/1-8-25,Large Metal Stirrup,Large Metal Stirrup,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,510,tinui_item,"","",""
